Time,Power,Simulator,Sum
2022-05-08 12:01:07,4208.175,14.167177721952138,4222.342177721952
2022-05-08 12:01:09,8525.097,14.182927778943375,8539.279927778944
2022-05-08 12:01:11,6120.043,14.19869534572379,6134.241695345723
2022-05-08 12:01:13,5560.578,14.214480441759527,5574.79248044176
2022-05-08 12:01:15,7265.327,14.230283086538352,7279.5572830865385
2022-05-08 12:01:17,6875.138,14.24610329956971,6889.38410329957
2022-05-08 12:01:19,8205.755,14.261941100384727,8220.016941100384
2022-05-08 12:01:21,3136.872,14.277796508536248,3151.149796508536
2022-05-08 12:01:23,7069.302,14.293669543598854,7083.595669543599
2022-05-08 12:01:25,6535.613,14.309560225168882,6549.922560225169
2022-05-08 12:01:27,4153.392,14.325468572864464,4167.717468572864
2022-05-08 12:01:29,5994.629,14.341394606325537,6008.9703946063255
2022-05-08 12:01:31,2431.471,14.357338345213869,2445.828338345214
2022-05-08 12:01:33,2366.579,14.373299809213096,2380.9522998092134
2022-05-08 12:01:35,941.552,14.389279018028725,955.9412790180287
2022-05-08 12:01:37,3265.713,14.40527599138818,3280.118275991388
2022-05-08 12:01:39,4924.243,14.42129074904081,4938.664290749041
2022-05-08 12:01:41,8580.418,14.43732331075788,8594.855323310758
2022-05-08 12:01:43,6812.669,14.453373696332767,6827.122373696333
2022-05-08 12:01:45,3454.507,14.469441925580723,3468.9764419255807
2022-05-08 12:01:47,5464.757,14.485528018339066,5479.242528018339
2022-05-08 12:01:49,7386.392,14.501631994467173,7400.893631994467
2022-05-08 12:01:51,695.939,14.5177538738465,710.4567538738464
2022-05-08 12:01:53,5148.905,14.533893676380599,5163.438893676381
2022-05-08 12:01:55,8358.434,14.550051421995155,8372.984051421994
2022-05-08 12:01:57,357.879,14.56622713063801,372.44522713063805
2022-05-08 12:01:59,2340.77,14.58242082227917,2355.3524208222793
2022-05-08 12:02:01,3691.816,14.5986325169108,3706.4146325169104
2022-05-08 12:02:03,6425.178,14.614862234547447,6439.792862234547
2022-05-08 12:02:05,5815.284,14.631109995225742,5829.915109995225
2022-05-08 12:02:07,3058.716,14.647375819004658,3073.3633758190044
2022-05-08 12:02:09,4324.288,14.663659725965454,4338.951659725965
2022-05-08 12:02:11,7471.783,14.679961736211727,7486.4629617362125
2022-05-08 12:02:13,3678.576,14.696281869869416,3693.2722818698694
2022-05-08 12:02:15,819.052,14.712620147086836,833.7646201470868
2022-05-08 12:02:17,108.391,14.7289765880347,123.1199765880347
2022-05-08 12:02:19,1727.469,14.745351212906147,1742.2143512129062
2022-05-08 12:02:21,1527.044,14.76174404191677,1541.8057440419168
2022-05-08 12:02:23,4603.458,14.778155095304626,4618.236155095305
2022-05-08 12:02:25,5587.039,14.794584393330279,5601.83358439333
2022-05-08 12:02:27,3224.985,14.811031956276818,3239.796031956277
2022-05-08 12:02:29,4852.197,14.827497804449871,4867.02449780445
2022-05-08 12:02:31,1076.713,14.843981958177658,1091.5569819581776
2022-05-08 12:02:33,8169.196,14.860484437810978,8184.0564844378105
2022-05-08 12:02:35,1758.439,14.877005263723271,1773.3160052637234
2022-05-08 12:02:37,6839.994,14.893544456310616,6854.88754445631
2022-05-08 12:02:39,3233.992,14.91010203599178,3248.902102035992
2022-05-08 12:02:41,2275.992,14.926678023208156,2290.9186780232085
2022-05-08 12:02:43,7452.329,14.943272438424044,7467.272272438424
2022-05-08 12:02:45,4952.938,14.959885302126322,4967.897885302126
2022-05-08 12:02:47,6556.158,14.9765166348247,6571.134516634825
2022-05-08 12:02:49,6578.165,14.993166457051688,6593.158166457051
2022-05-08 12:02:51,5661.831,15.009834789362628,5676.840834789363
2022-05-08 12:02:53,6064.209,15.026521652335706,6079.235521652336
2022-05-08 12:02:55,8498.762,15.043227066571996,8513.805227066572
2022-05-08 12:02:57,999.512,15.05995105269546,1014.5719510526955
2022-05-08 12:02:59,6876.787,15.076693631353,6891.863693631353
2022-05-08 12:03:01,8649.375,15.093454823214472,8664.468454823214
2022-05-08 12:03:03,8552.995,15.110234648972705,8568.105234648974
2022-05-08 12:03:05,3407.28,15.127033129343532,3422.4070331293437
2022-05-08 12:03:07,6872.558,15.143850285065827,6887.701850285066
2022-05-08 12:03:09,4508.708,15.160686136901504,4523.8686861369015
2022-05-08 12:03:11,7042.81,15.177540705635572,7057.987540705636
2022-05-08 12:03:13,4782.619,15.194414012076145,4797.813414012076
2022-05-08 12:03:15,4308.104,15.211306077054465,4323.315306077055
2022-05-08 12:03:17,3847.226,15.228216921424936,3862.454216921425
2022-05-08 12:03:19,4452.442,15.245146566065147,4467.687146566065
2022-05-08 12:03:21,5637.686,15.26209503187589,5652.948095031876
2022-05-08 12:03:23,3610.675,15.279062339781206,3625.9540623397816
2022-05-08 12:03:25,2174.836,15.296048510728388,2190.132048510728
2022-05-08 12:03:27,6303.106,15.31305356568802,6318.419053565688
2022-05-08 12:03:29,4224.565,15.330077525653998,4239.8950775256535
2022-05-08 12:03:31,1608.0,15.347120411643562,1623.3471204116436
2022-05-08 12:03:33,4865.694,15.364182244697307,4881.0581822446975
2022-05-08 12:03:35,6237.961,15.381263045879235,6253.34226304588
2022-05-08 12:03:37,2910.107,15.398362836276755,2925.5053628362766
2022-05-08 12:03:39,2534.978,15.41548163700072,2550.3934816370006
2022-05-08 12:03:41,8997.118,15.432619469185395,9012.550619469186
2022-05-08 12:03:43,871.817,15.449776353988716,887.2667763539887
2022-05-08 12:03:45,4817.09,15.466952312591967,4832.556952312592
2022-05-08 12:03:47,3344.845,15.484147366200038,3360.3291473662
2022-05-08 12:03:49,6138.054,15.501361536041392,6153.555361536041
2022-05-08 12:03:51,3831.397,15.518594843368092,3846.915594843368
2022-05-08 12:03:53,6234.441,15.53584730945583,6249.9768473094555
2022-05-08 12:03:55,8942.342,15.55311895560395,8957.895118955605
2022-05-08 12:03:57,2924.433,15.570409803135469,2940.0034098031356
2022-05-08 12:03:59,2300.407,15.587719873397118,2315.994719873397
2022-05-08 12:04:01,1970.5,15.6050491877593,1986.1050491877593
2022-05-08 12:04:03,4857.203,15.622397767616345,4872.825397767617
2022-05-08 12:04:05,1886.569,15.6397656343862,1902.208765634386
2022-05-08 12:04:07,2170.708,15.657152809510674,2186.3651528095106
2022-05-08 12:04:09,5165.591,15.674559314455422,5181.2655593144555
2022-05-08 12:04:11,529.263,15.691985170709954,544.95498517071
2022-05-08 12:04:13,4499.992,15.70943039978768,4515.701430399788
2022-05-08 12:04:15,2223.811,15.726895023225918,2239.537895023226
2022-05-08 12:04:17,1799.195,15.744379062585933,1814.9393790625859
2022-05-08 12:04:19,2462.531,15.761882539452968,2478.292882539453
2022-05-08 12:04:21,5017.555,15.77940547543625,5033.334405475436
2022-05-08 12:04:23,42.395,15.796947892169037,58.19194789216904
2022-05-08 12:04:25,7965.03,15.814509811308634,7980.844509811308
2022-05-08 12:04:27,6494.027,15.832091254536424,6509.859091254537
2022-05-08 12:04:29,807.302,15.849692243557902,823.1516922435579
2022-05-08 12:04:31,260.611,15.867312800102678,276.4783128001027
2022-05-08 12:04:33,4066.331,15.884952945924535,4082.2159529459245
2022-05-08 12:04:35,1661.609,15.902612702801427,1677.5116127028014
2022-05-08 12:04:37,8790.81,15.920292092535524,8806.730292092536
2022-05-08 12:04:39,6176.213,15.937991136953244,6192.150991136953
2022-05-08 12:04:41,7167.102,15.955709857905198,7183.057709857905
2022-05-08 12:04:43,7292.11,15.973448277266467,7308.083448277266
2022-05-08 12:04:45,3820.297,15.99120641693628,3836.288206416936
